,rep_0,rep_1
P06576_ATP5F1B,0.0,0.8660254037844386
P06702_S100A9,0.2695632761738729,0.42857142857142855
P06703_S100A6,0.12371791482634839,0.28641098093474
P06727_APOA4,,
P06733_ENO1,0.24743582965269678,0.6244997998398399
P06734_FCER2,,
P06744_GPI,0.3333333333333333,0.3333333333333333
P06748_NPM1,0.33265140313059893,0.08192132197960907
P06753_TPM3,,
P06756_ITGAV,,
P07101_TH,,
P07108_DBI,,
P07195_LDHB,,
P07197_NEFM,,
P07199_CENPB,0.3464101615137754,0.0
P07202_TPO,0.6244997998398399,0.8485281374238569
P07203_GPX1,,
P07225_PROS1,,
P07237_P4HB,0.0,0.47140452079103173
P07305_H1-0,,
P07332_FES,0.5,0.47140452079103173
P07333_CSF1R,,
P07339_CTSD,,
P07355_ANXA2,0.4330127018922193,0.0
P07357_C8A,,
P07359_GP1BA,,
P07384_CAPN1,0.4330127018922193,0.0
P07437_TUBB,,
P07451_CA3,,
P07585_DCN,,
P07686_HEXB,,
P07737_PFN1,,
P07738_BPGM,0.47140452079103173,
P07741_APRT,,0.0
P07814_EPRS1,0.11177013890136196,0.3245090483314442
P07858_CTSB,0.6863485850246137,0.8819171036881969
P07900_HSP90AA1,0.1406410072520829,0.07764478272495108
P07910_HNRNPC,0.6381239817359022,0.5392738882336249
P07947_YES1,0.0,0.4330127018922193
P07948_LYN,0.34641016151377546,0.16666666666666666
P07951_TPM2,,
P07996_THBS1,,0.0
P08047_SP1,0.9897433186107871,0.24743582965269678
P08123_COL1A2,,0.0
P08133_ANXA6,0.5,0.5677270907634908
P08138_NGFR,0.17320508075688776,0.40563631041430526
P08235_NR3C2,0.0,
P08237_PFKM,,
P08238_HSP90AB1,0.1320754716981132,0.12291973473069452
P08240_SRPRA,0.7347056468703999,0.12371791482634839
P08294_SOD3,0.2220539539785515,0.125
P08311_CTSG,,
P08473_MME,,
P08493_MGP,,0.9987492177719088
P08519_LPA,,
P08559_PDHA1,0.0,0.57282196186948
P08567_PLEK,,
P08575_PTPRC,0.34641016151377546,0.21428571428571427
P08581_MET,0.9428090415820635,0.47140452079103173
P08603_CFH,,0.754983443527075
P08621_SNRNP70,0.24743582965269678,0.2
P08648_ITGA5,0.0,0.0
P08651_NFIC,0.19515618744994995,0.2
P08670_VIM,0.07156241170872749,0.21650635094610962
P08697_SERPINF2,,
P08708_RPS17,0.3464101615137754,0.49487165930539345
P08727_KRT19,,
P08758_ANXA5,0.0,0.47140452079103173
P08833_IGFBP1,,0.0
P08865_RPSA,0.0,0.0
P08913_ADRA2A,0.9428090415820635,
P09086_POU2F2,,
P09104_ENO2,,
P09211_GSTP1,0.17320508075688776,0.4330127018922193
P09382_LGALS1,0.7071067811865476,0.20203050891044216
P09429_HMGB1,0.20829889522526546,0.5061603966209111
P09493_TPM1,0.47140452079103173,0.3464101615137754
P09496_CLTA,0.47140452079103173,
P09525_ANXA4,0.3464101615137754,0.0
P09543_CNP,0.0,
P09601_HMOX1,,0.3464101615137754
P09603_CSF1,0.0,0.4330127018922193
P09619_PDGFRB,0.24743582965269678,0.0
P09651_HNRNPA1,0.06546536707079771,0.05170300918116052
P09693_CD3G,,
P09871_C1S,0.3464101615137754,0.0
P09874_PARP1,0.6681068642117969,0.3149183286488868
P09972_ALDOC,0.0,
P0C0L4_C4A,,
P0C0L5_C4B,,
P0C1Z6_TFPT,0.9897433186107871,0.20203050891044216
P0C7T5_ATXN1L,0.10188534162169867,0.26646935501059654
P0C7V8_DCAF8L2,,
P0C851_PIRT,,
P0CAP2_POLR2M,0.4330127018922193,0.3464101615137754
P0CG23_ZNF853,,
P0CG38_POTEI,,
P0CG39_POTEJ,0.0,0.5
P0DJ93_SMIM13,0.47140452079103173,0.45825756949558394
P0DME0_SETSIP,,
P0DOX5_,,
P0DOX6_,0.282842712474619,0.8819171036881969
P10070_GLI2,,
P10071_GLI3,,
P10074_ZBTB48,,
P10109_FDX1,0.4330127018922193,0.8660254037844386
P10155_RO60,,
P10253_GAA,,
P10301_RRAS,,
P10321_HLA-C,,
P10398_ARAF,0.0,0.458257569495584
P10412_H1-4,,0.4330127018922193
P10415_BCL2,,
P10451_SPP1,0.3535533905932738,1.0999438818457405
P10515_DLAT,,
P10586_PTPRF,,
P10588_NR2F6,0.47140452079103173,0.47140452079103173
P10599_TXN,,
P10620_MGST1,,
P10636_MAPT,,
P10644_PRKAR1A,0.167649959366949,0.11503266569846046
P10645_CHGA,,0.0
P10696_ALPG,,
P10721_KIT,,
P10809_HSPD1,0.0,
P10909_CLU,0.6381239817359022,0.3010186786529354
P11021_HSPA5,,
P11086_PNMT,,
P11137_MAP2,0.2645751311064591,0.57282196186948
P11142_HSPA8,0.0,
P11166_SLC2A1,,
P11171_EPB41,0.13856406460551018,0.7990179923294067
P11182_DBT,,
P11216_PYGB,,
P11234_RALB,,
P11274_BCR,0.33071891388307384,0.5879447357921312
P11277_SPTB,0.6185895741317419,0.7131973913518906
P11308_ERG,0.0,
P11387_TOP1,,
P11388_TOP2A,0.17320508075688776,0.3333333333333333
P11441_UBL4A,,
P11532_DMD,0.25,0.20203050891044216
P11586_MTHFD1,,
P11717_IGF2R,0.5773502691896257,0.0
P11831_SRF,0.3149183286488868,0.32732683535398854
P11836_MS4A1,0.6805328794408099,0.9948090120290434
P12036_NEFH,,
P12109_COL6A1,0.5,0.17320508075688776
P12110_COL6A2,0.0,
P12111_COL6A3,0.0,0.4330127018922193
P12268_IMPDH2,,0.0
P12270_TPR,0.5291502622129182,0.3605551275463989
P12429_ANXA3,,
P12694_BCKDHA,0.4348082011015344,0.5791769186730298
P12814_ACTN1,0.47140452079103173,0.0
P12821_ACE,0.4330127018922193,0.0
P12931_SRC,0.2165063509461097,0.7418192893071504
P12956_XRCC6,0.6060915267313264,
P13010_XRCC5,,
P13056_NR2C1,,0.0
P13073_COX4I1,,
P13224_GP1BB,0.47140452079103173,0.3535533905932738
P13284_IFI30,,
P13489_RNH1,0.1357608260521391,0.6149180109347886
P13498_CYBA,,
P13521_SCG2,0.0,
P13591_NCAM1,,
P13611_VCAN,0.3177444546511213,0.09622504486493762
P13612_ITGA4,0.8660254037844386,0.47140452079103173
P13639_EEF2,0.6546536707079771,0.25
P13667_PDIA4,,
P13716_ALAD,0.6546536707079771,0.5
P13796_LCP1,0.15724682031761408,0.12059409723568001
P13797_PLS3,0.3333333333333333,0.458257569495584
P13798_APEH,,0.0
P13804_ETFA,,
P13807_GYS1,0.436839103523098,0.07872958216222171
P13861_PRKAR2A,0.04681218398834803,0.03936479108111085
P13929_ENO3,,0.7071067811865476
P13984_GTF2F2,,
P13994_CCDC130,,0.47140452079103173
P14174_MIF,,
P14314_PRKCSH,0.4330127018922193,
P14317_HCLS1,0.0,0.08660254037844388
P14618_PKM,0.31224989991991986,0.3149183286488868
P14625_HSP90B1,0.3857460304397181,0.282842712474619
P14649_MYL6B,,
P14672_SLC2A4,0.0,
P14859_POU2F1,0.4330127018922193,0.17320508075688776
P14866_HNRNPL,0.47140452079103173,
P14921_ETS1,0.4803844614152614,0.6060915267313264
P14923_JUP,0.24743582965269678,0.0
P15056_BRAF,0.40061680838488767,0.05972588991616818
P15090_FABP4,,
P15104_GLUL,,
P15260_IFNGR1,,
P15291_B4GALT1,0.3464101615137754,0.24743582965269678
P15311_EZR,0.7071067811865476,0.3333333333333333
P15336_ATF2,0.39364791081110845,0.45069390943299864
P15374_UCHL3,,
P15391_CD19,,
P15408_FOSL2,0.5430433042085564,0.14285714285714285
P15822_HIVEP1,,0.0
P15880_RPS2,0.49487165930539345,0.0
P15884_TCF4,0.4330127018922193,0.282842712474619
P15923_TCF3,0.7071067811865476,
P15924_DSP,0.4881406047441659,0.6954135460285484
P15927_RPA2,,0.47140452079103173
P15941_MUC1,,0.4714045207910316
P16070_CD44,0.19169476689912457,0.14896945619700802
P16104_H2AX,,
P16144_ITGB4,0.15745916432444343,0.4330127018922193
P16150_SPN,0.17320508075688776,0.15713484026367724
P16157_ANK1,0.5115845482420281,0.24758303987671754
P16220_CREB1,0.28641098093474,0.10188534162169867
P16284_PECAM1,0.0,
P16298_PPP3CB,,
P16333_NCK1,0.25753937681885636,0.3333333333333333
P16383_GCFC2,0.14285714285714285,0.5291502622129182
P16401_H1-5,0.0,0.28641098093474
P16402_H1-3,,
P16403_H1-2,,
P16452_EPB42,,
P16591_FER,,
P16615_ATP2A2,0.0,
P16871_IL7R,,
P16885_PLCG2,,
P16949_STMN1,0.20475403273437376,0.08331955809010617
P16989_YBX3,0.692820323027551,0.3464101615137754
P17026_ZNF22,0.32732683535398854,0.5
P17029_ZKSCAN1,0.20203050891044216,0.15745916432444343
P17096_HMGA1,0.6614378277661477,0.32732683535398854
P17181_IFNAR1,,
P17252_PRKCA,0.39735970711951313,0.6244997998398399
P17275_JUNB,0.44095855184409843,0.3333333333333333
P17302_GJA1,,0.5291502622129182
P17480_UBTF,,
P17535_JUND,0.5,0.8485281374238569
P17544_ATF7,,0.3464101615137754
P17612_PRKACA,0.3333333333333333,0.37796447300922725
P17655_CAPN2,,
P17661_DES,0.15713484026367724,0.0
P17676_CEBPB,,
P17706_PTPN2,0.7071067811865476,
P17812_CTPS1,0.692820323027551,0.692820323027551
P17858_PFKL,0.2165063509461097,0.10188534162169867
P17931_LGALS3,,
P17936_IGFBP3,,
P17948_FLT1,,
P17987_TCP1,,
P18031_PTPN1,0.282842712474619,0.24743582965269678
P18084_ITGB5,,
P18146_EGR1,,
P18206_VCL,0.4316698974407872,0.2380558802574462
P18433_PTPRA,0.17320508075688776,0.17320508075688776
P18583_SON,0.17392328044061373,0.14098087968583886
P18615_NELFE,0.3464101615137754,0.3525058226889108
P18621_RPL17,0.3464101615137754,0.47140452079103173
P18627_LAG3,,
P18669_PGAM1,0.4330127018922193,0.0
P18754_RCC1,0.2,0.16666666666666666
P18827_SDC1,,
P18846_ATF1,,
P18858_LIG1,0.282842712474619,
P18887_XRCC1,0.4938181170261107,0.15745916432444343
P19021_PAM,,0.0
P19174_PLCG1,0.3464101615137754,0.282842712474619
P19338_NCL,0.26956327617387293,0.47766564866667105
P19397_CD53,,
P19419_ELK1,,
P19474_TRIM21,,
P19484_TFEB,0.2,0.25
P19525_EIF2AK2,,
P19532_TFE3,0.2165063509461097,0.47140452079103173
P19634_SLC9A1,0.3,0.24052284646041733
P19793_RXRA,0.0,
P19823_ITIH2,0.6144891804650325,0.12451621977541592
P19827_ITIH1,,
P19838_NFKB1,0.47140452079103173,0.6546536707079771
P19878_NCF2,0.5,0.8660254037844386
P19971_TYMP,0.5,0.5
P20020_ATP2B1,0.4460712855998855,0.2645751311064591
P20023_CR2,,
P20036_HLA-DPA1,0.0,0.0
P20042_EIF2S2,0.0,0.15713484026367724
P20073_ANXA7,,
P20138_CD33,0.0,0.0
P20160_AZU1,,
P20292_ALOX5AP,,
P20333_TNFRSF1B,,
P20338_RAB4A,0.0,
P20340_RAB6A,0.47140452079103173,
P20594_NPR2,0.0,
P20645_M6PR,0.3464101615137754,0.0
P20674_COX5A,0.0,
P20700_LMNB1,0.4330127018922193,0.692820323027551
P20701_ITGAL,0.47140452079103173,
P20810_CAST,0.3,0.32868410517886304
P20963_CD247,,
P21127_CDK11B,0.4330127018922193,
P21266_GSTM3,,
P21291_CSRP1,0.15745916432444343,0.0
P21333_FLNA,0.36314233681278696,0.33078755744928695
P21359_NF1,0.24743582965269678,0.17320508075688773
P21397_MAOA,,0.47140452079103173
P21399_ACO1,,
P21462_FPR1,,
P21580_TNFAIP3,0.4330127018922193,
P21675_TAF1,,
P21709_EPHA1,0.0,
P21730_C5AR1,,0.0
P21731_TBXA2R,,0.4330127018922193
P21757_MSR1,0.0,0.45825756949558394
P21796_VDAC1,0.0,0.7211102550927978
P21860_ERBB3,,0.7071067811865476
P21980_TGM2,,
P22059_OSBP,0.21323402636539973,0.24689428936987745
P22087_FBL,,
P22223_CDH3,,
P22314_UBA1,0.18604651162790697,0.10542917959114906
P22352_GPX3,,
P22392_NME2,0.0,0.0
P22413_ENPP1,,0.2165063509461097
P22415_USF1,,
P22466_GAL,,
P22626_HNRNPA2B1,0.47140452079103173,
P22670_RFX1,0.2165063509461097,0.6546536707079771
P22674_CCNO,,
P22681_CBL,0.1,0.13323467750529827
P22694_PRKACB,,
P22897_MRC1,,
P23142_FBLN1,,0.4330127018922193
P23193_TCEA1,0.1424497063258632,0.17673987832335486
P23246_SFPQ,,
P23284_PPIB,0.4330127018922193,0.0
P23297_S100A1,,
P23327_HRC,0.215344758565462,0.7697402159170326
P23381_WARS1,0.7806247497997999,0.57282196186948
P23396_RPS3,0.3333333333333333,0.8660254037844386
P23443_RPS6KB1,,
P23469_PTPRE,,0.0
P23470_PTPRG,,
P23497_SP100,0.41502397275239855,0.10604562574894086
P23508_MCC,0.0,0.47140452079103173
P23511_NFYA,,
P23528_CFL1,0.4460712855998855,0.20145154833543222
P23588_EIF4B,0.10414944761263274,0.3316678458725838
P23634_ATP2B4,0.0,0.2695632761738729
P24394_IL4R,,
P24534_EEF1B2,0.278500138006799,0.11633404895328606
P24539_ATP5PB,,
P24593_IGFBP5,0.3464101615137754,0.610285981808395
P24723_PRKCH,0.282842712474619,0.3333333333333333
P24821_TNC,0.48081997954303163,0.4029929668745928
P24928_POLR2A,0.24118819447136,0.24743582965269675
P25054_APC,,
P25098_GRK2,0.2165063509461097,0.3333333333333333
P25106_ACKR3,0.4330127018922193,0.4330127018922193
P25116_F2R,,
P25205_MCM3,0.4666666666666667,0.13093073414159545
P25325_MPST,,
P25440_BRD2,0.45825756949558394,0.57282196186948
P25445_FAS,0.5,1.0126747770541304
P25490_YY1,0.2165063509461097,0.5
P25686_DNAJB2,,
P25705_ATP5F1A,,
P25787_PSMA2,,
P25788_PSMA3,0.1833030277982336,0.07142857142857142
P26006_ITGA3,,
P26038_MSN,0.275532878885513,0.39626354032187944
P26045_PTPN3,,
P26232_CTNNA2,,
P26358_DNMT1,,0.282842712474619
P26368_U2AF2,0.125,0.2
P26373_RPL13,,
P26440_IVD,,
P26447_S100A4,,
P26583_HMGB2,,
P26599_PTBP1,0.7071067811865476,0.3464101615137754
P26640_VARS1,,
P26641_EEF1G,0.282842712474619,0.2165063509461097
P26651_ZFP36,0.47140452079103173,0.0
P26678_PLN,0.7856742013183862,0.6546536707079771
P26842_CD27,,
P27105_STOM,0.20203050891044216,
P27348_YWHAQ,,
P27361_MAPK3,0.0,0.3149183286488868
P27448_MARK3,0.57282196186948,0.282842712474619
P27487_DPP4,,
P27540_ARNT,,0.4330127018922193
P27694_RPA1,,
P27707_DCK,,
P27708_CAD,0.08660254037844388,0.09116056881941462
P27797_CALR,0.3632984052707841,0.10188534162169867
P27815_PDE4A,0.4330127018922193,0.7071067811865476
P27816_MAP4,0.2519059996368908,0.12363530586869016
P27824_CANX,0.0903097979588957,0.03046320515824659
P27986_PIK3R1,,
P27987_ITPKB,0.3464101615137754,0.282842712474619
P28066_PSMA5,0.3464101615137754,0.282842712474619
P28290_ITPRID2,0.4117647058823529,0.3431742925123068
P28347_TEAD1,0.47140452079103173,
P28370_SMARCA1,,
P28482_MAPK1,0.17320508075688776,0.4075413664867946
P28698_MZF1,,
P28702_RXRB,,
P28715_ERCC5,0.5678908345800273,0.15713484026367724
P28827_PTPRM,,
P28838_LAP3,,
P28906_CD34,,
P29317_EPHA2,,
P29323_EPHB2,0.4330127018922193,0.4330127018922193
P29350_PTPN6,0.5,0.57282196186948
P29353_SHC1,0.49487165930539345,0.2165063509461097
P29374_ARID4A,,0.0
P29375_KDM5A,0.32732683535398854,0.458257569495584
P29401_TKT,0.57282196186948,0.4330127018922193
P29474_NOS3,0.07530655685082076,0.375
P29536_LMOD1,0.3525058226889108,0.5411099703387473
P29558_RBMS1,,
P29590_PML,0.2433136159463627,0.03752393292215157
P29692_EEF1D,0.1390827092057097,0.1076271344084117
P29762_CRABP1,,
P29966_MARCKS,0.15061311370164152,0.4159451654038515
P29972_AQP1,0.4165977904505309,0.5094267081084932
P30041_PRDX6,,
P30043_BLVRB,,
P30044_PRDX5,,
P30048_PRDX3,,
P30084_ECHS1,,
P30086_PEBP1,0.5291502622129182,0.7418192893071504
P30101_PDIA3,0.0,0.47140452079103173
P30154_PPP2R1B,,
P30273_FCER1G,,0.0
P30279_CCND2,,
P30414_NKTR,,
P30419_NMT1,,0.47140452079103173
P30533_LRPAP1,0.0,0.3333333333333333
P30622_CLIP1,0.3149183286488868,0.24118819447136
P30626_SRI,,
P31040_SDHA,0.3333333333333333,0.3149183286488868
P31146_CORO1A,,
P31152_MAPK4,,
P31321_PRKAR1B,,0.47140452079103173
P31323_PRKAR2B,0.16666666666666666,0.34641016151377546
P31629_HIVEP2,0.3333333333333333,0.5
P31749_AKT1,0.28641098093474,0.19245008972987523
P31751_AKT2,,0.47140452079103173
P31939_ATIC,,
P31943_HNRNPH1,,
P31946_YWHAB,0.7071067811865476,0.0
P31947_SFN,,
P31949_S100A11,0.2,0.10825317547305485
P32004_L1CAM,,
P32119_PRDX2,,
P32246_CCR1,,
P32249_GPR183,0.0,0.47140452079103173
P32302_CXCR5,,
P32418_SLC8A1,0.0,0.47140452079103173
P32455_GBP1,,
P32519_ELF1,0.125,0.16666666666666666
P33176_KIF5B,,0.47140452079103173
P33240_CSTF2,0.4330127018922193,0.24743582965269678
P33241_LSP1,0.4616435357484827,0.48081997954303163
P33316_DUT,,
P33527_ABCC1,0.754983443527075,0.3333333333333333
P33991_MCM4,,
P34741_SDC2,,0.282842712474619
P34910_EVI2B,0.3525058226889108,0.3525058226889108
P34932_HSPA4,,0.47140452079103173
P34947_GRK5,,
P34972_CNR2,0.0,
P35221_CTNNA1,0.21209125149788172,0.3275155507547072
P35222_CTNNB1,0.5773502691896257,0.26666666666666666
P35232_PHB,,
P35236_PTPN7,,
P35240_NF2,0.0,0.3464101615137754
P35241_RDX,,
P35251_RFC1,0.0,
P35269_GTF2F1,0.4330127018922193,0.25
P35270_SPR,0.0,
P35367_HRH1,,0.282842712474619
P35408_PTGER4,,0.0
P35414_APLNR,0.3464101615137754,0.5
P35442_THBS2,,0.44410790795710287
P35555_FBN1,0.4208155347485573,0.2715833959146113
P35556_FBN2,0.692820323027551,0.57282196186948
P35568_IRS1,0.1,0.6609084656743321
P35579_MYH9,0.2635729489778726,0.3285807335960442
P35580_MYH10,0.5163347388080721,0.5833333333333334
P35606_COPB2,0.2313694118368455,0.1757735281048756
P35611_ADD1,0.15870932286949124,0.15887222732556064
P35612_ADD2,,
P35613_BSG,0.5,0.47140452079103173
P35658_NUP214,0.1833030277982336,0.23593232610221096
P35659_DEK,0.4995998398718718,0.754983443527075
P35712_SOX6,,0.7071067811865476
P35749_MYH11,0.18844324863620923,0.37569899503565635
P35869_AHR,,
P36021_SLC16A2,0.282842712474619,0.7071067811865476
P36382_GJA5,,
P36405_ARL3,,
P36507_MAP2K2,0.5773502691896257,0.3333333333333333
P36551_CPOX,,
P36871_PGM1,0.2903782475104135,0.21650635094610965
P36915_GNL1,0.32732683535398854,0.14782502241793033
P36955_SERPINF1,0.5773502691896257,0.6546536707079771
P37173_TGFBR2,,
P37275_ZEB1,,
P37802_TAGLN2,0.17320508075688776,0.5773502691896257
P37837_TALDO1,0.0,0.3535533905932738
P38117_ETFB,,
P38159_RBMX,0.20203050891044216,0.20203050891044216
P38405_GNAL,0.0,
P38432_COIL,0.0,0.0
P38936_CDKN1A,,
P39059_COL15A1,,
P39687_ANP32A,,
P39880_CUX1,,
P40121_CAPG,0.2165063509461097,
P40123_CAP2,,
P40189_IL6ST,0.25,0.0
P40222_TXLNA,0.47140452079103173,0.4330127018922193
P40306_PSMB10,0.49487165930539345,0.17320508075688776
P40425_PBX2,0.47140452079103173,
P40692_MLH1,0.45825756949558394,0.692820323027551
P40763_STAT3,,0.23570226039551587
P40818_USP8,0.17320508075688776,0.13323467750529827
P40855_PEX19,0.24743582965269678,0.3464101615137754
P40925_MDH1,0.0,0.0
P41208_CETN2,0.2569671647037253,0.18898223650461363
P41212_ETV6,0.3711842908553348,0.35685702847990847
P41219_PRPH,,
P41227_NAA10,0.3464101615137754,
P41229_KDM5C,0.0,
P41236_PPP1R2,0.28867513459481287,0.488877478577856
P41252_IARS1,,
P41279_MAP3K8,0.0,0.0
P41743_PRKCI,0.3525058226889108,0.28386354538174535
P41970_ELK3,0.0,0.0
P42166_TMPO,0.5,0.57282196186948
P42167_TMPO,0.34441609860689126,0.3367876570272817
P42224_STAT1,0.37749172176353746,0.4330127018922193
P42229_STAT5A,0.3333333333333333,0.18232113763882923
P42331_ARHGAP25,0.1767766952966369,0.7119868030772991
P42336_PIK3CA,0.24743582965269678,0.0
P42345_MTOR,0.20203050891044216,0.5773502691896257
P42356_PI4KA,0.2165063509461097,0.6244997998398399
P42566_EPS15,0.22928388573675731,0.2242709479300687
P42568_MLLT3,,
P42575_CASP2,,
P42677_RPS27,,
P42679_MATK,0.0,
P42684_ABL2,0.0,0.692820323027551
P42694_HELZ,0.6546536707079771,0.24743582965269678
P42696_RBM34,0.0,0.0
P42702_LIFR,,
P42765_ACAA2,,0.47140452079103173
P42768_WAS,0.6546536707079771,0.3464101615137754
P42858_HTT,0.2857142857142857,0.37653278425410375
P42892_ECE1,0.47140452079103173,0.5
P43007_SLC1A4,0.47140452079103173,
P43243_MATR3,0.20833333333333334,0.2853569193634026
P43307_SSR1,0.21534475856546206,0.1767766952966369
P43405_SYK,,
P43487_RANBP1,0.3464101615137754,0.0
P43686_PSMC4,0.8660254037844386,0.4330127018922193
P43699_NKX2-1,0.4330127018922193,0.565685424949238
P45452_MMP13,,
P45880_VDAC2,0.2165063509461097,0.7856742013183862
P45973_CBX5,,
P45974_USP5,,
P45985_MAP2K4,,
P46019_PHKA2,0.3525058226889108,0.2165063509461097
P46020_PHKA1,,
P46060_RANGAP1,0.47186465220442186,0.3333333333333333
P46063_RECQL,,
P46087_NOP2,0.0,0.4330127018922193
P46100_ATRX,0.881264556722277,0.4
P46108_CRK,0.9435884527917696,0.5678908345800273
P46109_CRKL,0.25,0.7071067811865476
P46379_BAG6,0.13093073414159545,0.2606392097565663
P46459_NSF,0.0,
P46527_CDKN1B,,
P46821_MAP1B,0.18694862388670855,0.17923029536818258
P46934_NEDD4,0.0,
P46937_YAP1,0.25155008898585973,0.21949278651776538
P46939_UTRN,0.0,0.5267826876426369
P46940_IQGAP1,0.24118819447136,0.16666666666666666
P46976_GYG1,,
P47712_PLA2G4A,0.4330127018922193,0.6027281725620597
P47736_RAP1GAP,0.282842712474619,0.57282196186948
P47755_CAPZA2,,
P47756_CAPZB,0.3464101615137754,0.5
P47897_QARS1,,
P47974_ZFP36L2,0.20377068324339734,0.44410790795710287
P48047_ATP5PO,,
P48147_PREP,,
P48380_RFX3,,
P48382_RFX5,0.0,0.0
P48426_PIP4K2A,0.49487165930539345,0.3525058226889108
P48443_RXRG,,
P48444_ARCN1,,
P48551_IFNAR2,0.0,0.47140452079103173
P48553_TRAPPC10,0.14285714285714285,0.37749172176353746
P48556_PSMD8,,
P48634_PRRC2A,0.39671446765655766,0.375
P48637_GSS,,
P48651_PTDSS1,0.458257569495584,0.0
P48681_NES,0.05455278134075203,0.09962121075990957
P48739_PITPNB,,
P48960_ADGRE5,0.23570226039551587,0.4165977904505309
P49006_MARCKSL1,0.47140452079103173,0.0
P49023_PXN,0.35250582268891073,0.28487433865272943
P49116_NR2C2,0.3464101615137754,
P49137_MAPKAPK2,0.9013878188659973,0.45825756949558394
P49189_ALDH9A1,,
P49207_RPL34,,
P49247_RPIA,,
P49257_LMAN1,,
P49279_SLC11A1,,
P49321_NASP,0.5,0.15745916432444343
P49327_FASN,0.3333333333333333,0.3149183286488868
P49354_FNTA,,0.0
P49356_FNTB,0.0,0.0
P49368_CCT3,,
P49407_ARRB1,0.24743582965269675,0.18367641171759996
P49450_CENPA,0.4330127018922193,0.0
P49585_PCYT1A,0.20377068324339734,0.20351933162035313
P49588_AARS1,,
P49589_CARS1,,
P49590_HARS2,,
P49711_CTCF,,
P49736_MCM2,0.3333333333333333,0.42857142857142855
P49747_COMP,0.6599663291074443,0.5672735741760562
P49750_YLPM1,,0.0
P49756_RBM25,0.39639373314337123,0.5394912351444044
P49757_NUMB,0.1580198515502014,0.0
P49759_CLK1,0.4330127018922193,0.0
P49760_CLK2,,
P49761_CLK3,0.12371791482634839,0.3333333333333333
P49768_PSEN1,0.15745916432444343,0.5773502691896257
P49770_EIF2B2,,
P49773_HINT1,,
P49790_NUP153,0.27152165210427814,0.3903123748998999
P49792_RANBP2,0.19609959572131816,0.06029704861784001
P49795_RGS19,,
P49796_RGS3,1.0825317547305484,0.4165977904505309
P49810_PSEN2,,0.0
P49815_TSC2,0.3916488514345017,0.22205395397855143
P49840_GSK3A,,0.3464101615137754
P49841_GSK3B,0.4330127018922193,0.4330127018922193
P49848_TAF6,,
P49902_NT5C2,0.0,
P49908_SELENOP,,0.7071067811865476
P49916_LIG3,,0.7071067811865476
P49959_MRE11,0.3464101615137754,0.3464101615137754
P50222_MEOX2,,0.47140452079103173
P50238_CRIP1,,
P50395_GDI2,0.0,
P50402_EMD,0.19287301521985908,0.2546921312679595
P50443_SLC26A2,,0.20203050891044216
P50479_PDLIM4,0.4442338910979215,0.5029346014109577
P50502_ST13,0.5678908345800273,0.754983443527075
P50548_ERF,,0.128564869306645
P50549_ETV1,,
P50552_VASP,0.4,0.7077182009127039
P50570_DNM2,0.5291502622129182,0.0
P50579_METAP2,0.47140452079103173,
P50613_CDK7,0.0,0.17320508075688776
P50747_HLCS,,
P50749_RASSF2,,
P50750_CDK9,,
P50851_LRBA,0.46742876817650014,0.4788933524023972
P50895_BCAM,0.10188534162169867,0.12371791482634839
P50914_RPL14,0.47140452079103173,0.4330127018922193
P51003_PAPOLA,,0.5
P51114_FXR1,,
P51116_FXR2,,
P51149_RAB7A,0.3464101615137754,0.0
P51151_RAB9A,0.0,
P51153_RAB13,,
P51159_RAB27A,,0.32635697593225266
P51178_PLCD1,0.41306779104645763,0.3177444546511213
P51397_DAP,0.3903123748998999,0.0
P51511_MMP15,0.8485281374238569,
P51523_ZNF84,,
P51531_SMARCA2,0.1357608260521391,0.2497999199359359
P51532_SMARCA4,0.24118819447136,0.47186465220442186
P51580_TPMT,0.20203050891044216,0.6546536707079771
P51608_MECP2,0.14285714285714285,0.4948716593053935
P51610_HCFC1,0.3010186786529354,0.13478163808693647
P51636_CAV2,0.2906183630646643,0.19206715726382867
P51648_ALDH3A2,,
P51659_HSD17B4,,
P51692_STAT5B,0.5,0.47140452079103173
P51784_USP11,0.9897433186107871,0.3333333333333333
P51787_KCNQ1,,
P51798_CLCN7,0.4,0.32732683535398854
P51812_RPS6KA3,0.17638342073763938,0.04028025133881109
P51825_AFF1,,
P51858_HDGF,0.16384758512199568,0.10223256671858258
P51884_LUM,,
P51888_PRELP,1.1547005383792515,0.5391265523477458
P51946_CCNH,,
P51948_MNAT1,,
P51957_NEK4,,
P51991_HNRNPA3,0.6244997998398399,0.5677270907634908
P52209_PGD,,
P52272_HNRNPM,0.0,0.13323467750529827
P52564_MAP2K6,,
P52565_ARHGDIA,0.13323467750529827,0.3525058226889108
P52566_ARHGDIB,0.3464101615137754,
P52569_SLC7A2,,0.0
P52594_AGFG1,0.16666666666666666,0.4
P52597_HNRNPF,,
P52630_STAT2,0.0,0.0
P52701_MSH6,,
P52735_VAV2,,
P52756_RBM5,0.24109126902482383,0.3074488467833792
P52790_HK3,,
P52799_EFNB2,,
P52824_DGKQ,,
P52888_THOP1,0.24743582965269678,0.3464101615137754
P52926_HMGA2,0.282842712474619,
P52943_CRIP2,0.3525058226889108,0.22912878474779197
P52948_NUP98,0.11177013890136196,0.043301270189221926
